Document Title,DOI,PDF Link,excluded_stage1,excluded_stage2,excluded_stage3
DroidEnsemble: Detecting Android Malicious Applications With Ensemble of String and Structural Static Features,10.1109/ACCESS.2018.2835654,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8357771,FALSE,TRUE,TRUE
ARMED: How Automatic Malware Modifications Can Evade Static Detection?,10.1109/INFOMAN.2019.8714698,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8714698,FALSE,TRUE,TRUE
Malicious Code Detection Architecture Inspired by Human Immune System,10.1109/SNPD.2008.160,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4617389,TRUE,TRUE,TRUE
A Zero-Shot Intrusion Detection Method Based on Regression Model,10.1109/CBD.2019.00042,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8916415,FALSE,TRUE,TRUE
LibDB: An Effective and Efficient Framework for Detecting Third-Party Libraries in Binaries,10.1145/3524842.3528442,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796347,FALSE,TRUE,TRUE
Predicting Vulnerable Software Components through N-Gram Analysis and Statistical Feature Selection,10.1109/ICMLA.2015.99,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7424372,FALSE,TRUE,TRUE
Towards a Robust Classifier: An MDL-Based Method for Generating Adversarial Examples,10.1109/TrustCom50675.2020.00108,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342989,FALSE,TRUE,TRUE
An Image Hiding Method of Block Matching Way With Improved Texture Fusion Feature and High Embedding Capacity Product Code Over Z4,10.1109/ACCESS.2022.3192877,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9834940,FALSE,TRUE,TRUE
Static Detection of Control-Flow-Related Vulnerabilities Using Graph Embedding,10.1109/ICECCS.2019.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8882745,FALSE,FALSE,FALSE
SoundAuth: Secure Zero-Effort Two-Factor Authentication Based on Audio Signals,10.1109/CNS.2018.8433202,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8433202,FALSE,TRUE,TRUE
Code Characterization With Graph Convolutions and Capsule Networks,10.1109/ACCESS.2020.3011909,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9149622,FALSE,TRUE,TRUE
Reliable and Modeling Attack Resistant Authentication of Arbiter PUF in FPGA Implementation With Trinary Quadruple Response,10.1109/TIFS.2018.2870835,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466897,FALSE,TRUE,TRUE
A Tensor-Based Online RPCA Model for Compressive Background Subtraction,10.1109/TNNLS.2022.3170789,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9772051,FALSE,TRUE,TRUE
"Malware detection via API calls, topic models and machine learning",10.1109/CoASE.2015.7294263,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7294263,FALSE,TRUE,TRUE
"Using a Nearest-Neighbour, BERT-Based Approach for Scalable Clone Detection",10.1109/ICSME55016.2022.00080,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9978241,FALSE,TRUE,TRUE
Fast Geometrically-Perturbed Adversarial Faces,10.1109/WACV.2019.00215,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8658241,FALSE,TRUE,TRUE
Explainable APT Attribution for Malware Using NLP Techniques,10.1109/QRS54544.2021.00018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724848,FALSE,TRUE,TRUE
Efficient Detection and Classification of Internet-of-Things Malware Based on Byte Sequences from Executable Files,10.1109/OJCS.2020.3033974,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240051,FALSE,TRUE,TRUE
Learning With Multiclass AUC: Theory and Algorithms,10.1109/TPAMI.2021.3101125,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9502525,FALSE,TRUE,TRUE
Internet of things based on EPC technology and its application in logistics,10.1109/AIMSEC.2011.6010864,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6010864,TRUE,TRUE,TRUE
Maximizing Hardware Prefetch Effectiveness with Machine Learning,10.1109/HPCC-CSS-ICESS.2015.175,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7336192,FALSE,TRUE,TRUE
L-CMP: An Automatic Learning-Based Parameterized Verification Tool,10.1145/3238147.3240487,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9000076,TRUE,TRUE,TRUE
Investigating of Disease Name Normalization Using Neural Network and Pre-Training,10.1109/ACCESS.2020.2992130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9085935,FALSE,TRUE,TRUE
A preliminary investigation of developer profiles based on their activities and code quality: Who does what?,10.1109/QRS54544.2021.00103,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724936,FALSE,TRUE,TRUE
An Effective Radio Frequency Signal Classification Method Based on Multi-Task Learning Mechanism,10.1109/VTC2022-Fall57202.2022.10012794,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012794,FALSE,TRUE,TRUE
Semantic Feature Learning based on Double Sequences Structure for Software Defect Number Prediction,10.1109/QRS57517.2022.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062457,FALSE,TRUE,TRUE
GraphAttacker: A General Multi-Task Graph Attack Framework,10.1109/TNSE.2021.3127557,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9613779,FALSE,TRUE,TRUE
Free Lunch for Testing: Fuzzing Deep-Learning Libraries from Open Source,10.1145/3510003.3510041,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793919,FALSE,TRUE,TRUE
Research on Implementation of Data Acquisition Method for Information System Performance Analysis,10.1109/IWECAI50956.2020.00047,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9221764,FALSE,TRUE,TRUE
Construction of Cartesian authentication codes over unitary spaces,10.1109/ICMLC.2010.5580589,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5580589,TRUE,TRUE,TRUE
Design and Implementation of Coronavirus Vaccines Information Traceability System based on Blockchain,10.1109/ISAIAM53259.2021.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9516523,FALSE,TRUE,TRUE
Enhancing Adversarial Examples Via Self-Augmentation,10.1109/ICME51207.2021.9428372,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9428372,FALSE,TRUE,TRUE
System architecture and characteristic analysis for the intelligent home using digital cable TV gateway,10.1109/BMSB.2014.6873581,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6873581,FALSE,TRUE,TRUE
Image Based Automatic Traffic Surveillance System Through Number-Plate identification And Accident Detection,10.1109/ICREST51555.2021.9331102,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9331102,FALSE,TRUE,TRUE
Programming Applications Suitable for Secure Multiparty Computation Based on Trusted Execution Environments,10.1109/TELFOR56187.2022.9983726,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9983726,FALSE,TRUE,TRUE
HAPSSA: Holistic Approach to PDF malware detection using Signal and Statistical Analysis,10.1109/MILCOM52596.2021.9653097,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9653097,FALSE,TRUE,TRUE
Distributed Container-Based Evaluation Platform for Private/Large Datasets,10.1109/ISPDC2018.2018.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452025,FALSE,TRUE,TRUE
XSS Detection Technology Based on LSTM-Attention,10.1109/CRC51253.2020.9253484,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9253484,FALSE,TRUE,TRUE
Real Time early Multi Stage Attack Detection,10.1109/ICACCS51430.2021.9441956,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9441956,FALSE,TRUE,TRUE
Evasion Generative Adversarial Network for Low Data Regimes,10.1109/TAI.2022.3196283,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9850373,FALSE,TRUE,TRUE
Systems and Application Security (Domain 7),,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9953483.pdf&bkn=9953198&pdfType=chapter,TRUE,TRUE,TRUE
Improve the Efficiency and Security by Digitalizing the Sri Lankan Police Department,10.1109/ICAC54203.2021.9671175,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9671175,FALSE,TRUE,TRUE
An Android Malware Detection Approach Using Community Structures of Weighted Function Call Graphs,10.1109/ACCESS.2017.2720160,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7964684,FALSE,TRUE,TRUE
Sign-OPT+: An Improved Sign Optimization Adversarial Attack,10.1109/ICIP46576.2022.9897879,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9897879,FALSE,TRUE,TRUE
Stealing Your Data from Compressed Machine Learning Models,10.1109/DAC18072.2020.9218633,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9218633,FALSE,TRUE,TRUE
Software Defect Prediction via Convolutional Neural Network,10.1109/QRS.2017.42,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8009936,FALSE,TRUE,TRUE
Teaching computer science through game design,10.1109/MC.2004.1297314,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1297314,TRUE,TRUE,TRUE
SpiderNet: An interaction tool for predicting malicious web pages,10.1109/ICICES.2014.7033878,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7033878,FALSE,TRUE,TRUE
The design of food quality supervision platform based on the Internet of Things,10.1109/TMEE.2011.6199193,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6199193,TRUE,TRUE,TRUE
Dynamic Analysis for IoT Malware Detection With Convolution Neural Network Model,10.1109/ACCESS.2020.2995887,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9097224,FALSE,TRUE,TRUE
On Adversarial Robustness: A Neural Architecture Search perspective,10.1109/ICCVW54120.2021.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9607388,FALSE,TRUE,TRUE
Anomaly based Resilient Network Intrusion Detection using Inferential Autoencoders,10.1109/CSR51186.2021.9527980,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9527980,FALSE,TRUE,TRUE
An Anomaly-Based Approach for Detecting Modularity Violations on Method Placement,10.1109/QRS57517.2022.00038,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062419,FALSE,TRUE,TRUE
Video Frame Interpolation via Local Lightweight Bidirectional Encoding with Channel Attention Cascade,10.1109/ICASSP43922.2022.9747182,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9747182,FALSE,TRUE,TRUE
Survey of Recent Hacking Events,10.1109/SoutheastCon42311.2019.9020605,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020605,FALSE,TRUE,TRUE
Detecting Android Locker-Ransomware on Chinese Social Networks,10.1109/ACCESS.2018.2888568,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8580446,FALSE,TRUE,TRUE
On the Effectiveness of Small Input Noise for Defending Against Query-based Black-Box Attacks,10.1109/WACV51458.2022.00387,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9706673,FALSE,TRUE,TRUE
Embedding Java Classes with code2vec: Improvements from Variable Obfuscation,10.1145/3379597.3387445,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148715,TRUE,TRUE,TRUE
"Preventing erosion of architectural tactics through their strategic implementation, preservation, and visualization",10.1109/ASE.2013.6693152,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6693152,TRUE,TRUE,TRUE
Discriminant orientation and scale features learning with application to palmprint recognition,10.1109/SPAC.2017.8304351,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8304351,FALSE,TRUE,TRUE
RSGX: Defeating SGX Side Channel Attack with Return Oriented Programming,10.1109/ICAICA52286.2021.9498147,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9498147,FALSE,TRUE,TRUE
PurifyNet: A Robust Person Re-Identification Model With Noisy Labels,10.1109/TIFS.2020.2970590,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8976262,FALSE,TRUE,TRUE
"On Apache Log4j2 Exploitation in Aeronautical, Maritime, and Aerospace Communication",10.1109/ACCESS.2022.3198947,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9857849,FALSE,TRUE,TRUE
Adv-IFD: Adversarial Attack Datasets for An Intelligent Fault Diagnosis,10.1109/IJCNN55064.2022.9891963,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9891963,FALSE,TRUE,TRUE
Adaptive framework for network traffic classification using dimensionality reduction and clustering,10.1109/ICUMT.2012.6459678,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6459678,FALSE,TRUE,TRUE
TFW: Annotated Thermal Faces in the Wild Dataset,10.1109/TIFS.2022.3177949,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9781417,FALSE,TRUE,TRUE
Few-shot Learning for Multi-modal Social Media Event Filtering,10.1109/WIFS55849.2022.9975429,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9975429,FALSE,TRUE,TRUE
Classification of Exploit-Kit behaviors via machine learning approach,10.23919/ICACT.2018.8323798,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8323798,FALSE,TRUE,TRUE
Malware Detection by Control-Flow Graph Level Representation Learning With Graph Isomorphism Network,10.1109/ACCESS.2022.3215267,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9921221,FALSE,TRUE,TRUE
Family Identification of AGE-Generated Android Malware Using Tree-Based Feature,10.1109/TrustCom50675.2020.00060,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9343226,FALSE,TRUE,TRUE
Boosting Black-Box Attack with Partially Transferred Conditional Adversarial Distribution,10.1109/CVPR52688.2022.01467,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879236,FALSE,TRUE,TRUE
Automatic Short-Answer Grading via BERT-Based Deep Neural Networks,10.1109/TLT.2022.3175537,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779091,FALSE,TRUE,TRUE
Fine-Grained Mining and Classification of Malicious Web Pages,10.1109/ICDMA.2013.145,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6598066,FALSE,TRUE,TRUE
Using Dynamic Analysis to Automatically Detect Anti-Adblocker on the Web,10.1109/INFOCOMWKSHPS51825.2021.9484639,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9484639,FALSE,TRUE,TRUE
Optimal Task Allocation and Coding Design for Secure Edge Computing With Heterogeneous Edge Devices,10.1109/TCC.2021.3050012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316678,FALSE,TRUE,TRUE
Medicare Fraud Detection using CatBoost,10.1109/IRI49571.2020.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9191565,FALSE,TRUE,TRUE
Proposal of HMAC based Protocol for Message Authenication in Kerberos Authentication Protocol,10.1109/ICAIS53314.2022.9742992,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9742992,FALSE,TRUE,TRUE
Software Defects Detection and Prevention Through Virtualization,10.1109/ICECCT52121.2021.9616861,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9616861,FALSE,TRUE,TRUE
API Sequences Based Malware Detection for Android,10.1109/UIC-ATC-ScalCom-CBDCom-IoP.2015.135,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7518314,FALSE,TRUE,TRUE
Addressing AI ethics through codification,10.1109/EnT48576.2020.00011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9140627,FALSE,TRUE,TRUE
A Robust Few-Shot SEI Method Using Class-Reconstruction and Adversarial Training,10.1109/VTC2022-Fall57202.2022.10012716,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012716,FALSE,TRUE,TRUE
Security Enhancement of Network Constraint Grid-Edge Energy Management System,10.1109/IAS54023.2022.9940067,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9940067,FALSE,TRUE,TRUE
Adaptive RF Fingerprints Fusion via Dual Attention Convolutions,10.1109/JIOT.2022.3195736,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9847300,FALSE,TRUE,TRUE
"A Comprehensive Survey on Blind Source Separation for Wireless Adaptive Processing: Principles, Perspectives, Challenges and New Research Directions",10.1109/ACCESS.2018.2879380,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8520833,FALSE,TRUE,TRUE
Machine Learning Techniques for Passive Network Inventory,10.1109/TNSM.2010.1012.0352,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5668980,TRUE,TRUE,TRUE
From RGB to Depth: Domain Transfer Network for Face Anti-Spoofing,10.1109/TIFS.2021.3102448,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9507460,FALSE,TRUE,TRUE
Exploiting Non-uniform Inherent Cues to Improve Presentation Attack Detection,10.1109/IJCB52358.2021.9484389,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9484389,FALSE,TRUE,TRUE
Digital twins of physical printing-imaging channel,10.1109/WIFS55849.2022.9975439,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9975439,FALSE,TRUE,TRUE
A Visual Model-Based Perceptual Image Hash for Content Authentication,10.1109/TIFS.2015.2407698,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7050251,FALSE,TRUE,TRUE
SMARTKT: A Search Framework to Assist Program Comprehension using Smart Knowledge Transfer,10.1109/QRS.2019.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854703,FALSE,TRUE,TRUE
Digital Mail: An User Demand and Verification-aware Mobile Application Featuring Parcel Delivery for the Bangladeshi Postal Services,10.1109/ICAEEE54957.2022.9836342,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836342,FALSE,TRUE,TRUE
Security and Forensics Exploration of Learning-based Image Coding,10.1109/VCIP53242.2021.9675445,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9675445,FALSE,TRUE,TRUE
Fault Tolerant Scheme in Steganographic Video Streaming Using n - Repetition Code,10.1109/IAICT55358.2022.9887523,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9887523,FALSE,TRUE,TRUE
Simplified Deep Forest Model based Just-In-Time Defect Prediction for Android Mobile Apps,10.1109/QRS51102.2020.00039,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9282763,FALSE,TRUE,TRUE
Research and implementation of a scalable secure active network node,10.1109/ICMLC.2002.1176720,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1176720,TRUE,TRUE,TRUE
Git Leaks: Boosting Detection Effectiveness Through Endpoint Visibility,10.1109/TrustCom53373.2021.00103,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724297,FALSE,TRUE,TRUE
Design and Implementation of MAC with Time-Sensitive Networking,10.1109/CVIDLICCEA56201.2022.9824852,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9824852,FALSE,TRUE,TRUE
Cross Site Scripting Attacks Classification using Convolutional Neural Network,10.1109/ICCCI54379.2022.9740836,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9740836,FALSE,TRUE,TRUE
An Effective High Level Capacity Reversible Data Hiding in Encrypted Images,10.1109/ICAIS53314.2022.9742887,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9742887,FALSE,TRUE,TRUE
Algorithm selection for software verification based on adversarial LSTM,10.1109/BigDataSecurityHPSCIDS52275.2021.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463528,FALSE,TRUE,TRUE
Leveraging Log Instructions in Log-based Anomaly Detection,10.1109/SCC55611.2022.00053,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860197,FALSE,TRUE,TRUE
Statically Detecting Vulnerabilities by Processing Programming Languages as Natural Languages,10.1109/TR.2021.3137314,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678105,FALSE,TRUE,TRUE
Enabling Secure MPSoC Dynamic Operation through Protected Communication,10.1109/ICECS.2018.8617940,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8617940,FALSE,TRUE,TRUE
A Learning-Based Approach to Secure Web Services from SQL/XPath Injection Attacks,10.1109/PRDC.2010.24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5703244,TRUE,TRUE,TRUE
Transforming TEL for Human Flourishing: Learning Enhanced Technology (LET),10.1109/TALE48869.2020.9368488,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9368488,FALSE,TRUE,TRUE
QR-PUF: Design and Implementation of A RFID-based Secure Inpatient Management System Using XOR-Arbiter-PUF and QR-Code,10.1109/TNSE.2022.3186478,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9807448,FALSE,TRUE,TRUE
Distributed DeepThought: Synchronising complex network multi-player games in a scalable and flexible manner,10.1109/GAS.2013.6632589,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6632589,FALSE,TRUE,TRUE
Improved Nonce Construction Scheme for AES CCMP to Evade Initial Counter Prediction,10.1109/SNPD.2008.102,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4617388,TRUE,TRUE,TRUE
Synergizing Smart Home with Smart Parking using IOT,10.1109/ICAIS53314.2022.9742975,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9742975,FALSE,TRUE,TRUE
An Architecture for Dependable Connectivity in OSGi-Enabled Dynamic Distributed Systems,10.1109/IoTSMS.2018.8554682,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8554682,FALSE,TRUE,TRUE
A New Way to Detect Cyberattacks: Extracting Changes in Register Values From Radio-Frequency Side Channels,10.1109/MSP.2018.2888893,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8653534,FALSE,TRUE,TRUE
RansomWall: A layered defense system against cryptographic ransomware attacks using machine learning,10.1109/COMSNETS.2018.8328219,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8328219,FALSE,FALSE,TRUE
Protection of mobile agent and its itinerary from malicious host,10.1109/ICCCT.2011.6075189,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6075189,TRUE,TRUE,TRUE
Sentinel: A Multi-institution Enterprise Scale Platform for Data-driven Cybersecurity Research,10.1109/ISSREW55968.2022.00075,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9985118,FALSE,TRUE,TRUE
DeepIPR: Deep Neural Network Ownership Verification With Passports,10.1109/TPAMI.2021.3088846,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9454280,FALSE,TRUE,TRUE
SmartVM: A Smart Contract Virtual Machine for Fast On-Chain DNN Computations,10.1109/TPDS.2022.3177405,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9780577,FALSE,TRUE,TRUE
Android Malware Detection Based on Heterogeneous Information Network with Cross-Layer Features,10.1109/ICCWAMTIP56608.2022.10016587,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10016587,FALSE,TRUE,TRUE
Graph-Based Structural Attributes for Vehicle Re-Identification,10.1109/ICME52920.2022.9859782,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9859782,FALSE,TRUE,TRUE
Artist-Net: Decorating the Inferred Content With Unified Style for Image Inpainting,10.1109/ACCESS.2019.2905268,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8669751,FALSE,TRUE,TRUE
Advanced Model for Improving IoT Security Using Blockchain Technology,10.1109/ICSSIT53264.2022.9716268,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9716268,FALSE,TRUE,TRUE
AI Based Chabot for Appliance Control,10.1109/ICCES51350.2021.9489183,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9489183,FALSE,TRUE,TRUE
Learning-Based Simultaneous Detection and Characterization of Time Delay Attack in Cyber-Physical Systems,10.1109/TSG.2021.3058682,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9352977,FALSE,TRUE,TRUE
"SHE Networks: Security, Health, and Emergency Networks Traffic Priority Management Based on ML and SDN",10.1109/ACCESS.2022.3203070,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9872074,FALSE,TRUE,TRUE
An information retrieval approach for malware classification based on Windows API calls,10.1109/ICMLC.2013.6890868,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6890868,FALSE,TRUE,TRUE
A group digital signature technique for authentication,10.1109/CCST.2003.1297568,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1297568,TRUE,TRUE,TRUE
Detection of Mobile Agent's Blocking in Secure Layered Architecture,10.1109/CSNT.2011.16,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5966401,TRUE,TRUE,TRUE
Learning Stretch-Shrink Latent Representations With Autoencoder and K-Means for Software Defect Prediction,10.1109/ACCESS.2022.3219589,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9938987,FALSE,TRUE,TRUE
DSFD: Dual Shot Face Detector,10.1109/CVPR.2019.00520,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954268,FALSE,TRUE,TRUE
Variable Few Shot Class Incremental and Open World Learning,10.1109/CVPRW56347.2022.00413,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9857196,FALSE,TRUE,TRUE
Self-Attention-Based Multivariate Anomaly Detection for CPS Time Series Data with Adversarial Autoencoders,10.23919/CCC55666.2022.9902551,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9902551,FALSE,TRUE,TRUE
Identifying Mislabeled Instances in Classification Datasets,10.1109/IJCNN.2019.8851920,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8851920,FALSE,TRUE,TRUE
From research to operations: integrating components with an aspect-oriented framework and ontology,10.1109/AERO.2004.1368112,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1368112,TRUE,TRUE,TRUE
Self-Supervised Predictive Convolutional Attentive Block for Anomaly Detection,10.1109/CVPR52688.2022.01321,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880272,FALSE,TRUE,TRUE
ScanAT: Identification of Bytecode-Only Smart Contracts With Multiple Attribute Tags,10.1109/ACCESS.2019.2927003,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8755992,FALSE,TRUE,TRUE
Software Patterns to Identify Credit Risk Patterns,10.1109/INDICON49873.2020.9342579,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342579,FALSE,TRUE,TRUE
Adversarial Attacks to API Recommender Systems: Time to Wake Up and Smell the Coffee?,10.1109/ASE51524.2021.9678946,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9678946,TRUE,TRUE,TRUE
ReCoN: A Reconfigurable CNN Acceleration Framework for Hybrid Semantic Segmentation on Hybrid SoCs for Space Applications,10.1109/SpaceComp.2019.00010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8853800,FALSE,TRUE,TRUE
How to Make Attention Mechanisms More Practical in Malware Classification,10.1109/ACCESS.2019.2948358,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8876839,FALSE,FALSE,TRUE
Index,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9226822.pdf&bkn=9218856&pdfType=chapter,TRUE,TRUE,TRUE
Test Suites as a Source of Training Data for Static Analysis Alert Classifiers,10.1109/AST52587.2021.00019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463045,FALSE,TRUE,TRUE
